National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Entangled Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate
NW-2016-1193431,PSU16-12-15-Pv,16NWR12027,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Debbie Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,"2 miles north of the Peter Iredale Road access, Fort Stevens State Park",46.2027,decimal degrees,actual,123.9964,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-DEC-15,2016,DEC,15,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,0,cm,estimate,,,
NW-2016-1192143,PSU16-10-18-Sc,16NWR10023,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,1.6 miles north of Peter Iredale Road access,46.20149,decimal degrees,actual,123.99523,decimal degrees,,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-OCT-18,2016,OCT,18,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,208.5,cm,actual,,,
NW-2016-1188601,PSU16-04-18B-Ej,16NWR04010,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Hammond,Clatsop,OR,Pacific,"1.8 miles north of the Peter Iredale access, Ft. Stevens State Park",46.20023,dd.dddd,actual,123.99422,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,N,,Y,N,Y,Y,2016-APR-18,2016,APR,18,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,227,cm,actual,0,kg,estimate
NW-2016-1193374,PSU16-11-27-Pv,16NWR11038,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Debbie Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,"1.5 miles north of the Peter Iredale Road access, Fort Stevens State Park",46.19873,decimal degrees,estimate,123.99418,decimal degrees,actual,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-NOV-27,2016,NOV,27,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,,,
NW-2016-1193430,PSU16-12-14-Zc,16NWR12026,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,OPEN,Debbie Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,"west of Lot D at Social Security Beach, Fort Stevens State Park, Columbia River",46.2278,decimal degrees,actual,123.99348,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,Y,Portland State University,Y,N,Y,N,2016-DEC-14,2016,DEC,14,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,229,cm,actual,,,
NW-2016-1191722,HMSC16-10-20-Zc,16NWR10009,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,South Beach,45.095146,dd.dddd,,123.988811,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-OCT-20,2016,OCT,20,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1188655,PSU16-02-16-Pp,16NWR02018,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific,"1.2 miles north of the Peter Iredale Road access, Fort Stevens State Park",46.19118,decimal degrees,actual,123.98829,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,N,Y,Y,2016-FEB-16,2016,FEB,16,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,168,cm,actual,0,kg,estimate
NW-2016-1188576,HMSC16-06-13-Up-2,16NWR06029,Confirmed - High Report,UNIDENTIFIED OTARIID,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,"South Beach, up on rip rap",45.095248,dd.dddd,,123.987898,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-JUN-13,2016,JUN,13,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1188595,HMSC16-01-02-Pv,16NWR01019,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,south beach,45.097342,dd.dddd,,123.987891,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-JAN-02,2016,JAN,2,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,36,in,estimate,0,lb,estimate
NW-2016-1188649,HMSC16-06-13-Up,16NWR06031,Confirmed - High Report,UNIDENTIFIED OTARIID,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,south Beach area on rip rap,45.095526,dd.dddd,,123.987802,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-13,2016,JUN,13,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1191782,HMSC16-10-16-Zc,16NWR10016,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,South Beach,45.096069,dd.dddd,,123.98763,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-OCT-16,2016,OCT,16,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,0,lb,estimate
NW-2016-1188746,HMSC16-05-26-Zc,16NWR05055,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,middle of Neskowin Beach; later at South Beach,45.096703,dd.dddd,,123.987589,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,Y,Y,N,2016-MAY-26,2016,MAY,26,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,0,cm,estimate,0,lb,estimate
NW-2016-1188638,HMSC16-02-29-Ej,16NWR02011,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,south beach,45.096122,dd.dddd,,123.987555,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-FEB-08,2016,FEB,8,Beach or Land,Condition Unknown,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1188712,HMSC16-05-24-Up,16NWR05041,Confirmed - High Report,UNIDENTIFIED OTARIID,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,South Beach,45.097314,dd.dddd,,123.987061,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAY-24,2016,MAY,24,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1192700,HMSC16-12-02-Zc,16NWR12003,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,South Beach,45.097848,dd.dddd,,123.986972,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-DEC-02,2016,DEC,2,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,cm,estimate,0,lb,estimate
NW-2016-1188753,HMSC16-03-07-Zc,16NWR03040,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,South Beach,45.09803,dd.dddd,,123.986933,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-MAR-07,2016,MAR,7,Beach or Land,Alive,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1188694,HMSC16-02-28-Zc,16NWR02028,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,"off Nescove Drive, South Beach",45.097619,dd.dddd,,123.986775,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-FEB-27,2016,FEB,27,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1191777,HMSC16-10-01-Zc,16NWR10011,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,west of Proposal Rock Inn; later at Roads End,45.101601,dd.dddd,,123.986674,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-01,2016,OCT,1,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,MALE,SUBADULT,72,in,estimate,0,lb,estimate
NW-2016-1192684,HMSC16-10-30-Zc,16NWR10032,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,South Beach,45.099194,dd.dddd,,123.986111,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-30,2016,OCT,30,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,226,cm,actual,0,lb,estimate
NW-2016-1193433,PSU16-12-19A-Pv,16NWR12029,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Debbie Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,"0.8 mile north of the Peter Iredale Road access, Fort Stevens State Park",46.1862,decimal degrees,actual,123.98496,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,N,N,N,2016-DEC-19,2016,DEC,19,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,90,cm,estimate,,,
NW-2016-1192691,HMSC16-11-16-Zc,16NWR11019,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,"about a quarter mile north of the village, near access #39",45.114221,dd.dddd,,123.982807,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-NOV-16,2016,NOV,16,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,72,in,estimate,0,lb,estimate
NW-2016-1192689,HMSC16-11-09-Zc,16NWR11017,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,About 1/4 mi north of Corvallis Ave,45.114167,dd.dddd,,123.982778,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-NOV-10,2016,NOV,10,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,cm,estimate,0,lb,estimate
NW-2016-1193425,PSU16-12-12-Pv,16NWR12021,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Debbie Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,"approximately 0.5 mile north of the Peter Iredale Road access, Fort Stevens State Park",46.18104,decimal degrees,estimate,123.98198,decimal degrees,estimate,Internet,N,,N,,N,N,N,N,N,N,,N,,,N,,Y,Y,Y,N,2016-DEC-12,2016,DEC,12,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,87.5,cm,actual,,,
NW-2016-1192144,PSU16-10-18-Zc,16NWR10024,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,just north of the Peter Iredale Road access,46.17832,decimal degrees,actual,123.98018,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,Y,N,,N,clear evidence hole in occipital bone,,N,,Y,N,Y,N,2016-OCT-18,2016,OCT,18,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,216,cm,estimate,,,
NW-2016-1188676,PSU16-05-23-Pp,16NWR05034,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Hammond,Clatsop,OR,Pacific,0.75 mile south of Peter Iredale Road access at Fort Stevens State Park,46.1729,dd.dddd,actual,123.97795,dd.dddd,,GPS,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,N,Y,Y,2016-MAY-22,2016,MAY,22,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,168,cm,actual,0,kg,estimate
NW-2016-1192719,HMSC16-07-04-Up,16NWR07118,Confirmed - High Report,unidentified pinniped,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Cape Meares,Tillamook,OR,Pacific Ocean,Cape Meares State Park,45.487577,dd.dddd,,123.976844,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-04,2016,JUL,4,Swimming,Alive,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1193429,PSU16-12-12-Zc,16NWR12025,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,OPEN,Debbie Duffield,Portland State University,Portland State University,NW,United States,Hammond,Clatsop,OR,Pacific Ocean,0.2 mile south of the Peter Iredale Road access,46.17218,decimal degrees,actual,123.97665,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,N,,Y,N,Y,N,2016-DEC-12,2016,DEC,12,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,155.6,cm,actual,,,
NW-2016-1188627,PSU16-02-04-Sc,16NWR02009,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Warrenton,Clatsop,OR,Pacific,0.5 mile south of the Peter Iredale Road access,46.16983,dd.dddd,actual,123.97659,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,Y,Y,N,2016-FEB-04,2016,FEB,4,Beach or Land,Alive,Alive,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,FEMALE,ADULT,205,cm,actual,0,kg,
NW-2016-1191687,HMSC16-06-24-At,16NWR06072,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Pacific City,Tillamook,OR,Pacific Ocean,at southern side of Cape Kiwanda,45.217585,dd.dddd,,123.976584,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-JUN-24,2016,JUN,24,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,UNKNOWN,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1188692,HMSC16-02-25-Zc,16NWR02026,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Neskowin,Tillamook,OR,Pacific Ocean,1/4 mile south of market #38,45.14283,dd.dddd,,123.975509,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-FEB-25,2016,FEB,25,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1188670,HMSC16-05-18-Pv-2,16NWR05028,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Oceanside,Tillamook,OR,Pacific Ocean,below Norwester Rd,45.46667,dd.dddd,,123.974,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAY-18,2016,MAY,18,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1188671,HMSC16-05-19-Pv,16NWR05029,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Oceanside,Tillamook,OR,Pacific Ocean,northern end of Oceanside beach,45.466658,dd.dddd,,123.973975,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAY-19,2016,MAY,19,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1188599,HMSC16-04-16-Ma,16NWR04008,Confirmed - High Report,"Seal, northern elephant",Mirounga,angustirostris,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Pacific City,Tillamook,OR,Pacific Ocean,"south side of Cape Kiwanda, near dory launch",45.21666,dd.dddd,,123.973602,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-APR-16,2016,APR,16,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1191699,HMSC16-07-21-Pp,16NWR07105,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Cloverdale,Tillamook,OR,Pacific Ocean,"in front of Camp Clark, south of Cape Lookout",45.33102,dd.dddd,,123.971325,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-21,2016,JUL,21,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,30,in,estimate,0,lb,estimate
NW-2016-1188545,PSU16-03-12-Ma,16NWR03010,Confirmed - High Report,"Seal, northern elephant",Mirounga,angustirostris,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Cannon Beach,Clatsop,OR,Pacific,Chapman Point,45.9094,dd.dddd,estimate,123.96997,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAR-12,2016,MAR,12,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,UNKNOWN,YEARLING,0,cm,estimate,0,kg,
NW-2016-1191721,HMSC16-10-19-Zc,16NWR10008,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Pacific City,Tillamook,OR,Pacific Ocean,"about 1/2 mile south of Pelican Brewery, in front of 4150 Ocean Drive",45.20867,dd.dddd,,123.969869,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-OCT-19,2016,OCT,19,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1192109,PSU16-09-16-Mn,16NWR09058,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Arch Cape,Clatsop,OR,Pacific Ocean,"initially stranded at Falcon Cove; resurfaced at Short Sands Beach, OR (45.76301, -123.96977) on 9/20/2016",45.78878,decimal degrees,actual,123.96977,decimal degrees,actual,GPS,N,,N,,N,N,Y,Y,N,N,,N,,,N,,Y,N,Y,N,2016-SEP-16,2016,SEP,16,Floating,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,1160,cm,estimate,,,
NW-2016-1188700,HMSC16-06-15-At,16NWR06035,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Pacific City,Tillamook,OR,Pacific Ocean,about 400 yds south of Pacific Avenue access,45.199517,dd.dddd,,123.969233,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-15,2016,JUN,15,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,92,cm,actual,0,lb,estimate
NW-2016-1192157,PSU16-11-03-Pp,16NWR11007,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Cannon Beach,Clatsop,OR,Pacific Ocean,Crescent Beach at Ecola State Park,45.91006,decimal degrees,estimate,123.96913,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,N,N,N,2016-NOV-03,2016,NOV,3,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,,,
NW-2016-1193387,PSU16-12-05A-UnkSeaLion,16NWR12017,Confirmed - Medium Report,UNIDENTIFIED OTARIID,,,OPEN,Debbie Duffield,Portland State University,Portland State University,NW,United States,Arch Cape,Clatsop,OR,Pacific Ocean,southern end of Falcon Cove,45.78185,decimal degrees,estimate,123.96909,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-DEC-05,2016,DEC,5,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,,,
NW-2016-1192678,HMSC16-10-16-Zc-2,16NWR10026,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Pacific City,Tillamook,OR,Pacific Ocean,Bob Straub State Park,45.19394,dd.dddd,,123.968755,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-16,2016,OCT,16,Beach or Land,Alive,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1188612,PSU16-01-31-Cu,16NWR01027,Confirmed - High Report,"Seal, Northern fur",Callorhinus,ursinus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Arch Cape,Clatsop,OR,Pacific,south of Leech Lane,45.80285,dd.dddd,estimate,123.96874,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-JAN-30,2016,JAN,30,Beach or Land,Alive,Alive,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,,UNKNOWN,UNKNOWN,0,cm,,0,kg,
