"Year.of.Observation","Month.of.Observation","Cetacean.Common.Name","cnt_all","mean_all","strand_anom_all","Date","MEI","NPGO","PDO","SST_39","SST_44","Upwelling_39","Upwelling_45","Wind_39","Wind_44","ENSO_cat","SST_39_anom","SST_44_anom"
2016,"JUN","Unidentified",1,1.16666666666667,-0.166666666666667,2016-06-01,1.053,-0.95813125,2.03,11.631,14.251,247.456,34.5632,-4.71903,NA,"El Nino",0.811769230769231,0.321666666666665
2016,"JUN","Harbor porpoise",5,6,-1,2016-06-01,1.053,-0.95813125,2.03,11.631,14.251,247.456,34.5632,-4.71903,NA,"El Nino",0.811769230769231,0.321666666666665
2016,"JUN","Gray whale",1,2.22222222222222,-1.22222222222222,2016-06-01,1.053,-0.95813125,2.03,11.631,14.251,247.456,34.5632,-4.71903,NA,"El Nino",0.811769230769231,0.321666666666665
2016,"MAR","Harbor porpoise",4,3.46153846153846,0.538461538461538,2016-03-01,1.963,0.4720812,2.4,12.984,11.554,-7.3882,-160.3328,0.07782,4.019515,"El Nino",1.717,1.43264285714286
2016,"MAR","Unidentified",2,1.2,0.8,2016-03-01,1.963,0.4720812,2.4,12.984,11.554,-7.3882,-160.3328,0.07782,4.019515,"El Nino",1.717,1.43264285714286
2016,"MAR","Long-beaked common dolphin",2,1.5,0.5,2016-03-01,1.963,0.4720812,2.4,12.984,11.554,-7.3882,-160.3328,0.07782,4.019515,"El Nino",1.717,1.43264285714286
2016,"MAR","Pacific white-sided dolphin",3,1.33333333333333,1.66666666666667,2016-03-01,1.963,0.4720812,2.4,12.984,11.554,-7.3882,-160.3328,0.07782,4.019515,"El Nino",1.717,1.43264285714286
2016,"MAR","Gray whale",1,1,0,2016-03-01,1.963,0.4720812,2.4,12.984,11.554,-7.3882,-160.3328,0.07782,4.019515,"El Nino",1.717,1.43264285714286
2016,"MAR","Striped dolphin",4,2.2,1.8,2016-03-01,1.963,0.4720812,2.4,12.984,11.554,-7.3882,-160.3328,0.07782,4.019515,"El Nino",1.717,1.43264285714286
2016,"MAY","Harbor porpoise",6,10,-4,2016-05-01,1.752,-0.6821762,2.35,11.584,13.303,210.3533,41.3099,-3.36398,-4.995475,"El Nino",0.764083333333332,0.944533333333334
2016,"MAY","Gray whale",1,2.83333333333333,-1.83333333333333,2016-05-01,1.752,-0.6821762,2.35,11.584,13.303,210.3533,41.3099,-3.36398,-4.995475,"El Nino",0.764083333333332,0.944533333333334
2016,"MAY","Killer whale",1,1,0,2016-05-01,1.752,-0.6821762,2.35,11.584,13.303,210.3533,41.3099,-3.36398,-4.995475,"El Nino",0.764083333333332,0.944533333333334
2016,"NOV","Pygmy sperm whale",1,1.5,-0.5,2016-11-01,-0.197,1.159299,1.88,NA,14.035,-46.9122,-151.1882,0.49499,6.117837,"La Nina",NA,1.843
2016,"NOV","Harbor porpoise",2,2.36363636363636,-0.363636363636364,2016-11-01,-0.197,1.159299,1.88,NA,14.035,-46.9122,-151.1882,0.49499,6.117837,"La Nina",NA,1.843
2016,"NOV","Striped dolphin",1,1.6,-0.6,2016-11-01,-0.197,1.159299,1.88,NA,14.035,-46.9122,-151.1882,0.49499,6.117837,"La Nina",NA,1.843
2016,"OCT","Blainvilles beaked whale",2,2,0,2016-10-01,-0.363,0.3520168,0.56,NA,13.671,-47.1461,-175.1886,1.49704,6.348707,"La Nina",NA,0.4032
2016,"OCT","Sperm whale",1,1,0,2016-10-01,-0.363,0.3520168,0.56,NA,13.671,-47.1461,-175.1886,1.49704,6.348707,"La Nina",NA,0.4032
2016,"OCT","Striped dolphin",3,2,1,2016-10-01,-0.363,0.3520168,0.56,NA,13.671,-47.1461,-175.1886,1.49704,6.348707,"La Nina",NA,0.4032
2016,"OCT","Harbor porpoise",5,3.92307692307692,1.07692307692308,2016-10-01,-0.363,0.3520168,0.56,NA,13.671,-47.1461,-175.1886,1.49704,6.348707,"La Nina",NA,0.4032
2016,"SEP","Striped dolphin",1,1,0,2016-09-01,-0.091,-0.7735456,0.45,NA,14.09,176.6932,19.2961,-4.36694,-2.378571,"La Nina",NA,0.410533333333333
2016,"SEP","Humpback whale",2,1.25,0.75,2016-09-01,-0.091,-0.7735456,0.45,NA,14.09,176.6932,19.2961,-4.36694,-2.378571,"La Nina",NA,0.410533333333333
2016,"SEP","Harbor porpoise",7,5.5,1.5,2016-09-01,-0.091,-0.7735456,0.45,NA,14.09,176.6932,19.2961,-4.36694,-2.378571,"La Nina",NA,0.410533333333333
2017,"APR","Bairds beaked whale",1,1,0,2017-04-01,0.744,-0.11361968,1.12,NA,10.758,42.8793,-75.3473,-0.99819,3.310848,"El Nino",NA,0.0442666666666653
2017,"APR","Harbor porpoise",4,4.86666666666667,-0.866666666666666,2017-04-01,0.744,-0.11361968,1.12,NA,10.758,42.8793,-75.3473,-0.99819,3.310848,"El Nino",NA,0.0442666666666653
2017,"APR","Gray whale",1,2.14285714285714,-1.14285714285714,2017-04-01,0.744,-0.11361968,1.12,NA,10.758,42.8793,-75.3473,-0.99819,3.310848,"El Nino",NA,0.0442666666666653
2017,"APR","Unidentified",1,1,0,2017-04-01,0.744,-0.11361968,1.12,NA,10.758,42.8793,-75.3473,-0.99819,3.310848,"El Nino",NA,0.0442666666666653
2017,"AUG","Striped dolphin",1,1,0,2017-08-01,0.027,-0.27865458,0.09,NA,12.11,176.8397,37.463,-2.83387,-2.872446,"El Nino",NA,-1.0436
2017,"AUG","Gray whale",1,1,0,2017-08-01,0.027,-0.27865458,0.09,NA,12.11,176.8397,37.463,-2.83387,-2.872446,"El Nino",NA,-1.0436
2017,"AUG","Harbor porpoise",7,9.33333333333333,-2.33333333333333,2017-08-01,0.027,-0.27865458,0.09,NA,12.11,176.8397,37.463,-2.83387,-2.872446,"El Nino",NA,-1.0436
2017,"AUG","Unidentified",1,1.14285714285714,-0.142857142857143,2017-08-01,0.027,-0.27865458,0.09,NA,12.11,176.8397,37.463,-2.83387,-2.872446,"El Nino",NA,-1.0436
2017,"DEC","Long-beaked common dolphin",1,1,0,2017-12-01,-0.576,-2.7983775,0.5,NA,11.183,48.5644,-31.303,-2.38965,0.67621,"La Nina",NA,0.116642857142857
2017,"DEC","Unidentified",1,1.33333333333333,-0.333333333333333,2017-12-01,-0.576,-2.7983775,0.5,NA,11.183,48.5644,-31.303,-2.38965,0.67621,"La Nina",NA,0.116642857142857
2017,"DEC","Harbor porpoise",1,2.5,-1.5,2017-12-01,-0.576,-2.7983775,0.5,NA,11.183,48.5644,-31.303,-2.38965,0.67621,"La Nina",NA,0.116642857142857
2017,"FEB","Harbor porpoise",3,2.61538461538462,0.384615384615385,2017-02-01,-0.043,-0.6709852,0.7,NA,10.462,-86.3895,-86.7601,2.05074,2.463244,"La Nina",NA,0.251846153846154
2017,"FEB","Gray whale",1,1,0,2017-02-01,-0.043,-0.6709852,0.7,NA,10.462,-86.3895,-86.7601,2.05074,2.463244,"La Nina",NA,0.251846153846154
2017,"FEB","Striped dolphin",2,2.5,-0.5,2017-02-01,-0.043,-0.6709852,0.7,NA,10.462,-86.3895,-86.7601,2.05074,2.463244,"La Nina",NA,0.251846153846154
2017,"JAN","Gray whale",2,1.11111111111111,0.888888888888889,2017-01-01,-0.052,-0.2667852,0.77,NA,10.361,-88.3785,-102.5382,1.41882,3.032974,"La Nina",NA,-0.0451428571428565
2017,"JAN","Harbor porpoise",1,2.5,-1.5,2017-01-01,-0.052,-0.2667852,0.77,NA,10.361,-88.3785,-102.5382,1.41882,3.032974,"La Nina",NA,-0.0451428571428565
2017,"JAN","Unidentified",1,1.42857142857143,-0.428571428571429,2017-01-01,-0.052,-0.2667852,0.77,NA,10.361,-88.3785,-102.5382,1.41882,3.032974,"La Nina",NA,-0.0451428571428565
2017,"JAN","Pacific white-sided dolphin",1,1.5,-0.5,2017-01-01,-0.052,-0.2667852,0.77,NA,10.361,-88.3785,-102.5382,1.41882,3.032974,"La Nina",NA,-0.0451428571428565
2017,"JUL","Humpback whale",1,1,0,2017-07-01,0.461,-0.14672896,0.1,NA,13.586,325.4934,45.0446,-5.09704,-4.42235,"El Nino",NA,-0.137874999999999
2017,"JUL","Gray whale",1,1.57142857142857,-0.571428571428571,2017-07-01,0.461,-0.14672896,0.1,NA,13.586,325.4934,45.0446,-5.09704,-4.42235,"El Nino",NA,-0.137874999999999
2017,"JUL","Harbor porpoise",10,15.2,-5.2,2017-07-01,0.461,-0.14672896,0.1,NA,13.586,325.4934,45.0446,-5.09704,-4.42235,"El Nino",NA,-0.137874999999999
2017,"JUN","Unidentified",1,1.16666666666667,-0.166666666666667,2017-06-01,1.039,-0.2239184,0.79,NA,14.282,257.5276,19.9796,-4.57403,-1.812535,"El Nino",NA,0.352666666666666
2017,"JUN","Harbor porpoise",8,6,2,2017-06-01,1.039,-0.2239184,0.79,NA,14.282,257.5276,19.9796,-4.57403,-1.812535,"El Nino",NA,0.352666666666666
2017,"JUN","Pacific white-sided dolphin",2,1.33333333333333,0.666666666666667,2017-06-01,1.039,-0.2239184,0.79,NA,14.282,257.5276,19.9796,-4.57403,-1.812535,"El Nino",NA,0.352666666666666
2017,"JUN","Gray whale",4,2.22222222222222,1.77777777777778,2017-06-01,1.039,-0.2239184,0.79,NA,14.282,257.5276,19.9796,-4.57403,-1.812535,"El Nino",NA,0.352666666666666
2017,"MAR","Striped dolphin",4,2.2,1.8,2017-03-01,-0.08,-0.894669,0.74,NA,10.391,18.6764,-75.3881,-1.03535,4.642915,"La Nina",NA,0.269642857142857
2017,"MAR","Gray whale",1,1,0,2017-03-01,-0.08,-0.894669,0.74,NA,10.391,18.6764,-75.3881,-1.03535,4.642915,"La Nina",NA,0.269642857142857
2017,"MAR","Short-beaked common dolphin",1,1,0,2017-03-01,-0.08,-0.894669,0.74,NA,10.391,18.6764,-75.3881,-1.03535,4.642915,"La Nina",NA,0.269642857142857
2017,"MAR","Pacific white-sided dolphin",1,1.33333333333333,-0.333333333333333,2017-03-01,-0.08,-0.894669,0.74,NA,10.391,18.6764,-75.3881,-1.03535,4.642915,"La Nina",NA,0.269642857142857
2017,"MAR","Harbor porpoise",2,3.46153846153846,-1.46153846153846,2017-03-01,-0.08,-0.894669,0.74,NA,10.391,18.6764,-75.3881,-1.03535,4.642915,"La Nina",NA,0.269642857142857
2017,"MAR","Sperm whale",2,1.25,0.75,2017-03-01,-0.08,-0.894669,0.74,NA,10.391,18.6764,-75.3881,-1.03535,4.642915,"La Nina",NA,0.269642857142857
2017,"MAR","Humpback whale",1,1,0,2017-03-01,-0.08,-0.894669,0.74,NA,10.391,18.6764,-75.3881,-1.03535,4.642915,"La Nina",NA,0.269642857142857
2017,"MAY","Pacific white-sided dolphin",1,1.25,-0.25,2017-05-01,1.445,-0.5071737,0.88,NA,12.232,266.4127,20.2086,-4.88343,-2.798039,"El Nino",NA,-0.126466666666667
2017,"MAY","Dalls porpoise",3,1.83333333333333,1.16666666666667,2017-05-01,1.445,-0.5071737,0.88,NA,12.232,266.4127,20.2086,-4.88343,-2.798039,"El Nino",NA,-0.126466666666667
2017,"MAY","Northern right whale dolphin",1,1,0,2017-05-01,1.445,-0.5071737,0.88,NA,12.232,266.4127,20.2086,-4.88343,-2.798039,"El Nino",NA,-0.126466666666667
2017,"MAY","Gray whale",2,2.83333333333333,-0.833333333333333,2017-05-01,1.445,-0.5071737,0.88,NA,12.232,266.4127,20.2086,-4.88343,-2.798039,"El Nino",NA,-0.126466666666667
2017,"MAY","Harbor porpoise",13,10,3,2017-05-01,1.445,-0.5071737,0.88,NA,12.232,266.4127,20.2086,-4.88343,-2.798039,"El Nino",NA,-0.126466666666667
2017,"MAY","Minke whale",1,1,0,2017-05-01,1.445,-0.5071737,0.88,NA,12.232,266.4127,20.2086,-4.88343,-2.798039,"El Nino",NA,-0.126466666666667
2017,"MAY","Fin whale",1,1.5,-0.5,2017-05-01,1.445,-0.5071737,0.88,NA,12.232,266.4127,20.2086,-4.88343,-2.798039,"El Nino",NA,-0.126466666666667
2017,"NOV","Striped dolphin",1,1.6,-0.6,2017-11-01,-0.277,-2.1840963,0.15,NA,11.871,-46.8973,-165.7943,1.37389,5.365417,"La Nina",NA,-0.321
2017,"NOV","Harbor porpoise",2,2.36363636363636,-0.363636363636364,2017-11-01,-0.277,-2.1840963,0.15,NA,11.871,-46.8973,-165.7943,1.37389,5.365417,"La Nina",NA,-0.321
2017,"OCT","Harbor porpoise",2,3.92307692307692,-1.92307692307692,2017-10-01,-0.551,-1.4277744,0.05,NA,13.286,148.1583,-21.0386,-3.9789,-0.950269,"La Nina",NA,0.0182000000000002
2017,"SEP","Long-beaked common dolphin",1,1,0,2017-09-01,-0.449,-0.5009289,0.32,NA,13.378,108.3392,14.8344,-2.73819,-1.130972,"La Nina",NA,-0.301466666666666
2017,"SEP","Harbor porpoise",2,5.5,-3.5,2017-09-01,-0.449,-0.5009289,0.32,NA,13.378,108.3392,14.8344,-2.73819,-1.130972,"La Nina",NA,-0.301466666666666
2017,"SEP","Pygmy sperm whale",1,1,0,2017-09-01,-0.449,-0.5009289,0.32,NA,13.378,108.3392,14.8344,-2.73819,-1.130972,"La Nina",NA,-0.301466666666666
2017,"SEP","Humpback whale",1,1.25,-0.25,2017-09-01,-0.449,-0.5009289,0.32,NA,13.378,108.3392,14.8344,-2.73819,-1.130972,"La Nina",NA,-0.301466666666666
2018,"APR",NA,1,1,0,2018-04-01,-0.432,NA,0.11,NA,10.561,70.5074,-52.7056,-2.31222,1.178472,"La Nina",NA,-0.152733333333334
2018,"FEB",NA,1,1,0,2018-02-01,-0.731,-2.1528158,0.37,NA,10.136,143.203,-0.3515,-6.10685,-1.299702,"La Nina",NA,-0.0741538461538465
2018,"JAN",NA,1,1,0,2018-01-01,-0.623,-1.7256228,0.7,NA,10.949,-27.1322,-159.4829,0.77419,5.125403,"La Nina",NA,0.542857142857143
2018,"JUL",NA,1,1,0,2018-07-01,NA,NA,NA,13.18,13.478,232.6991,42.986,-3.67625,-3.751902,NA,1.04375,-0.245875
2018,"JUN",NA,1,1,0,2018-06-01,0.469,NA,-0.04,11.183,15.013,329.7966,17.6055,-6.08707,-2.548611,"El Nino",0.363769230769231,1.08366666666667
2018,"MAR",NA,1,1,0,2018-03-01,-0.502,NA,-0.05,NA,9.89,13.4179,-38.2224,0.24798,1.451478,"La Nina",NA,-0.231357142857142
2018,"MAY",NA,1,1,0,2018-05-01,0.465,NA,0.11,NA,12.73,228.935,29.5673,-5.17191,-3.301882,"El Nino",NA,0.371533333333334
