Date,CBA_South
2009-12-01T00:00:00Z,-0.07724148
2010-02-01T00:00:00Z,0.401528
2010-03-01T00:00:00Z,0.2391739
2010-04-01T00:00:00Z,0.33103868
2010-05-01T00:00:00Z,0.5433623
2010-06-01T00:00:00Z,0.34303442
2010-07-01T00:00:00Z,0.09882283
2010-08-01T00:00:00Z,0.04281065
2010-09-01T00:00:00Z,0.007229825
2010-10-01T00:00:00Z,0.13608535
2010-11-01T00:00:00Z,-0.20231143
2011-01-01T00:00:00Z,-0.08677269
2011-02-01T00:00:00Z,0.03427801
2011-03-01T00:00:00Z,-0.38765943
2011-04-01T00:00:00Z,-0.24568911
2011-05-01T00:00:00Z,-0.056165483
2011-06-01T00:00:00Z,-0.192923
2011-07-01T00:00:00Z,-0.08690217
2011-08-01T00:00:00Z,-0.18514676
2011-09-01T00:00:00Z,-0.18072183
2011-10-01T00:00:00Z,0.041118674
2011-11-01T00:00:00Z,0.14641081
2011-12-01T00:00:00Z,-0.12338037
2012-01-01T00:00:00Z,-0.002300463
2012-02-01T00:00:00Z,-0.035660878
2012-03-01T00:00:00Z,-0.09529831
2012-04-01T00:00:00Z,0.10566089
2012-05-01T00:00:00Z,-0.19311549
2012-06-01T00:00:00Z,-0.19470818
2012-07-01T00:00:00Z,-0.15929477
2012-08-01T00:00:00Z,-0.18513009
2012-09-01T00:00:00Z,-0.19288406
2012-10-01T00:00:00Z,-0.16277577
2012-11-01T00:00:00Z,0.29891637
2012-12-01T00:00:00Z,0.19903074
2013-01-01T00:00:00Z,0.20405509
2013-02-01T00:00:00Z,-0.14080532
2013-03-01T00:00:00Z,0.07114891
2013-04-01T00:00:00Z,-0.2253354
2013-05-01T00:00:00Z,-0.30753216
2013-06-01T00:00:00Z,-0.17926374
2013-07-01T00:00:00Z,-0.15196884
2013-08-01T00:00:00Z,-0.24445231
2013-09-01T00:00:00Z,-0.12317851
2013-10-01T00:00:00Z,0.18031867
2013-11-01T00:00:00Z,-0.14342253
2013-12-01T00:00:00Z,0.17445296
2014-01-01T00:00:00Z,-0.65610045
2014-02-01T00:00:00Z,-0.40314975
2014-03-01T00:00:00Z,-0.36348164
2014-04-01T00:00:00Z,-0.29551134
2014-05-01T00:00:00Z,0.097701184
2014-06-01T00:00:00Z,-0.16984892
2014-07-01T00:00:00Z,-0.10432995
2014-08-01T00:00:00Z,-0.100580096
2014-09-01T00:00:00Z,0.19031964
2014-10-01T00:00:00Z,0.62403536
2014-11-01T00:00:00Z,0.32976636
2014-12-01T00:00:00Z,0.09395296
2015-01-01T00:00:00Z,0.040688425
2015-02-01T00:00:00Z,0.20118912
2015-03-01T00:00:00Z,0.41234612
2015-04-01T00:00:00Z,0.5910998
2015-05-01T00:00:00Z,0.36358452
2015-06-01T00:00:00Z,0.23259182
2015-07-01T00:00:00Z,0.487183
2015-08-01T00:00:00Z,0.465431
2015-09-01T00:00:00Z,0.6002076
2015-10-01T00:00:00Z,0.79967976
2015-11-01T00:00:00Z,0.39775524
2016-01-01T00:00:00Z,0.02268287
2016-02-01T00:00:00Z,0.37030578
2016-03-01T00:00:00Z,0.32489982
2016-04-01T00:00:00Z,0.56640166
2016-05-01T00:00:00Z,0.8060956
2016-06-01T00:00:00Z,0.5984566
2016-07-01T00:00:00Z,0.4630645
2016-08-01T00:00:00Z,0.29760325
2016-09-01T00:00:00Z,0.41451037
