Date,MEI,NPGO,PDO,SST_39,SST_44,Upwelling_39,Upwelling_45,Wind_39,Wind_44,ENSO_cat
11/1/09,1.067,0.7180059,0.09,12.443,13.973,133.4058,24.0671,-4.17258,-1.901619,El Nino
12/1/09,0.735,0.98240435,0.52,13.363,14.913,103.9553,2.7943,-4.17625,-0.816551,El Nino
1/1/10,0.909,1.1531886,0.27,11.948,13.045,76.372,-50.4866,-2.96371,1.116869,El Nino
2/1/10,1.121,1.0544193,-0.4,11.965,12.078,35.0817,-149.704,-2.02653,4.638881,El Nino
3/1/10,1.045,1.0628943,0.08,11.455,10.341,-39.7486,-92.8179,0.98763,1.759623,El Nino
4/1/10,1.067,2.0592918,0.83,12.108,10.844,-183.2976,-238.7955,4.38785,6.528087,El Nino
5/1/10,1.521,1.8371658,0.82,12.024,10.973,-81.4372,-107.134,1.2811,4.218236,El Nino
6/1/10,1.427,1.6508274,0.44,11.732,10.841,33.3549,-53.8908,-1.25935,2.578841,El Nino
7/1/10,0.95,1.1778326,0.78,11.052,11.007,97.3965,-25.8335,-2.86111,0.955694,El Nino
8/1/10,0.643,1.8655623,0.62,10.131,11.98,127.5269,-11.505,-4.15121,-0.712769,El Nino
9/1/10,-0.325,1.2370723,-0.22,10.204,13.473,280.1967,15.0557,-6.73222,-3.357222,La Nina
10/1/10,-1.156,1.1454996,-1.05,10.933,12.513,195.8654,60.2981,-2.75739,-5.553091,La Nina
11/1/10,-1.683,1.0790061,-1.27,10.987,12.669,155.4346,30.9576,-4.94852,-3.149526,La Nina
12/1/10,-1.868,1.0018266,-1.61,11.989,13.946,110.8307,-10.1919,-3.11194,0.184145,La Nina
1/1/11,-1.899,1.6052753,-1.06,11.667,13.085,57.4747,-77.5496,-0.8832,1.205108,La Nina
2/1/11,-1.49,0.9857247,-0.82,12.109,12.084,64.1102,-77.927,-2.51564,2.10751,La Nina
3/1/11,-1.577,0.77774197,-1.21,12.328,10.712,-108.4812,-185.8719,NA,5.549663,La Nina
4/1/11,-1.739,0.32048702,-0.92,11.133,9.729,35.384,-55.1887,NA,2.077957,La Nina
5/1/11,-1.53,0.5528947,-0.83,10.359,NA,54.7637,-51.1176,NA,0.644792,La Nina
6/1/11,-1.511,1.202846,-0.69,NA,NA,-76.367,-177.7785,NA,6.117814,La Nina
7/1/11,-1.392,0.59657425,-0.42,NA,NA,114.2945,-22.2926,NA,-0.184798,La Nina
8/1/11,-0.288,1.3941576,-0.37,NA,NA,131.2312,1.5001,NA,-1.704706,La Nina
9/1/11,-0.075,1.1145478,-0.69,NA,NA,249.7771,14.861,NA,NA,La Nina
10/1/11,-0.228,1.035589,-1.86,13.857,14.796,220.3048,37.7367,-1.26364,-2.302742,La Nina
11/1/11,-0.519,1.036346,-1.74,11.647,12.512,197.724,33.9931,-5.23145,-3.100806,La Nina
12/1/11,-0.769,1.3267304,-1.79,12.031,12.161,119.9296,-13.6628,-2.41569,-0.328194,La Nina
1/1/12,-0.933,1.2035096,-1.34,13.231,14.467,72.4988,-24.1888,-3.01452,0.201752,La Nina
2/1/12,-0.949,0.3753989,-2.33,12.074,12.011,-10.4267,-99.002,-1.48637,2.506863,La Nina
3/1/12,-0.957,0.13322508,-1.79,10.791,10.002,91.3103,-16.9226,-2.22298,-0.721237,La Nina
4/1/12,-0.993,0.8347008,-1.38,10.922,9.178,-8.3258,-126.6921,-1.25728,3.331843,La Nina
5/1/12,-0.665,0.8632343,-0.85,10.327,9.168,78.4905,-74.96,-3.8569,2.395402,La Nina
6/1/12,-0.377,1.1173619,-1.05,9.882,8.743,-61.8093,-155.1543,0.91213,NA,La Nina
7/1/12,0.127,1.9255337,-0.27,10.913,10.011,55.0543,-42.6088,-1.4185,NA,El Nino
8/1/12,0.747,1.6251221,-1.26,10.019,11.395,273.2722,25.7427,-6.31696,NA,El Nino
9/1/12,0.835,1.9376827,-0.87,10.589,14.278,294.7062,1.6712,-5.4425,NA,El Nino
10/1/12,1.098,1.8595943,-1.52,11.087,15.294,301.0382,48.4199,-5.46384,NA,El Nino
11/1/12,0.619,1.7306225,-1.93,11.317,12.966,238.5427,50.7874,-4.16344,-1.900482,El Nino
12/1/12,0.339,1.3578224,-2.21,12.135,12.384,165.7925,48.6698,-3.0025,-2.835833,El Nino
1/1/13,0.081,1.8672749,-0.79,14.165,11.551,42.7518,-33.4579,-1.4832,2.511989,El Nino
2/1/13,0.125,1.399764,-0.59,14.626,12.167,-91.4321,-152.2584,0.79026,4.90533,El Nino
3/1/13,0.094,1.1995552,-0.48,12.559,11.345,-52.2983,-149.6142,-0.77497,4.464825,El Nino
4/1/13,0.096,1.2291174,-0.13,10.82,9.898,59.4666,-20.9783,-3.30619,0.568775,El Nino
5/1/13,-0.119,1.2051626,-0.43,9.844,9.311,144.5721,-36.7524,-4.86533,0.689583,La Nina
6/1/13,-0.128,0.6424219,-0.63,9.605,9.165,90.9275,-19.2453,-3.819,0.63782,La Nina
7/1/13,0.069,0.4776983,-0.16,10.01,10.195,279.8581,3.4779,-5.89819,-1.764485,El Nino
8/1/13,0.146,0.85347515,0.08,10.91,11.733,183.9128,9.3158,-4.90175,0.115457,El Nino
9/1/13,-0.168,0.72785836,-0.78,11.037,14.174,265.8537,18.4203,-3.86778,-1.304868,La Nina
10/1/13,-0.355,0.45154238,-1.25,11.352,11.758,288.5924,84.1982,-3.6358,-6.171371,La Nina
11/1/13,-0.48,0.5612425,-1.04,13.171,13.127,113.235,17.1726,-2.43455,-0.885965,La Nina
12/1/13,-0.133,0.3874781,-0.48,13.911,16.042,86.0489,-37.976,-2.42601,1.192157,La Nina
1/1/14,0.13,-0.14863351,-0.87,11.048,14.253,132.3365,15.8949,-4.47547,-3.436425,El Nino
2/1/14,-0.053,-0.8050634,-0.11,12.924,11.609,63.6356,-29.1229,-2.31289,0.536857,La Nina
3/1/14,-0.248,-1.4499235,-0.41,11.288,9.538,104.3454,3.2036,-4.08395,-0.686828,La Nina
4/1/14,-0.275,-0.3911977,0.3,11.323,8.885,31.7515,-57.7257,-1.79445,0.930283,La Nina
5/1/14,-0.241,-0.2660928,0.38,11.639,9.213,-31.3558,-100.9393,0.046,2.656845,La Nina
6/1/14,0.032,-0.45546192,0.97,11.724,10.281,58.3447,-77.1942,-1.6011,2.579784,El Nino
7/1/14,0.248,-0.6185479,1.13,11.794,10.906,106.1267,-17.0369,-3.73805,0.282857,El Nino
8/1/14,0.976,0.22644207,1.8,11.643,13.419,196.983,1.4276,-5.52287,-0.799034,El Nino
9/1/14,0.98,-0.41664875,0.82,10.926,13.533,387.6814,36.4109,-5.99021,-3.188611,El Nino
10/1/14,0.882,-0.13578255,0.7,13.143,12.842,220.6155,53.7198,-3.07665,-3.632392,El Nino
11/1/14,0.954,-0.5472244,0.67,13.608,11.742,182.7959,48.8752,-2.63937,-2.622581,El Nino
12/1/14,0.585,-0.77894324,1.08,15.655,15.629,94.305,6.1141,-0.51624,-0.264167,El Nino
1/1/15,0.438,0.42211527,1.49,15.16,15.851,8.3674,-73.1466,-1.11007,2.247059,El Nino
2/1/15,0.763,0.30684948,1.72,15.797,13.786,-4.1322,-74.8184,-0.66177,NA,El Nino
3/1/15,0.558,-0.35941693,2.51,15.517,13.278,-86.6022,-135.3987,2.85882,NA,El Nino
4/1/15,0.42,-0.5546732,2.45,NA,12.377,24.25,-52.9522,NA,NA,El Nino
5/1/15,0.468,-1.2770203,2.3,NA,12.272,-58.9713,-59.9299,NA,NA,El Nino
6/1/15,0.67,-1.3966597,2,12.538,11.265,76.1593,-24.8102,-3.30116,NA,El Nino
7/1/15,0.97,-1.3821033,1.44,10.997,10.681,173.3118,12.0515,-4.65509,-1.160793,El Nino
8/1/15,1.584,-0.7222605,1.2,10.547,12.681,200.4047,43.5523,-4.97258,-5.491542,El Nino
9/1/15,2.045,-1.2504902,1.54,11.78,12.536,243.1799,70.4342,-3.76146,-5.366901,El Nino
10/1/15,1.948,-1.4759208,1.84,13.871,15.103,129.4533,41.7381,-1.80329,-2.686903,El Nino
11/1/15,2.366,-1.928258,1.56,NA,14.613,94.2675,21.8045,NA,-2.1631,El Nino
12/1/15,2.53,-2.1050181,1.94,NA,15.323,137.5872,19.1384,NA,-2.052825,El Nino
1/1/16,2.241,-1.3092488,1.47,16.107,14.604,78.3482,-27.3152,-1.84274,1.552459,El Nino
2/1/16,2.297,-2.2537751,0.86,13.157,13.315,52.0574,-46.6197,-2.88653,1.748675,El Nino
3/1/16,2.112,-1.1075886,1.01,12.994,12.135,-48.2119,-225.4477,0.43723,4.527725,El Nino
4/1/16,2.227,1.0632976,1.53,12.892,11.412,-156.9814,-205.1295,3.99288,5.763612,El Nino
5/1/16,2.121,0.05518185,1.75,13.222,11.417,9.8482,-106.2491,-1.11443,4.731079,El Nino
6/1/16,1.96,0.6964119,2.4,12.984,11.554,-7.3882,-160.3328,0.07782,4.019515,El Nino
7/1/16,2.07,-0.17008705,2.62,12.004,12.59,115.8,-10.0043,-3.40319,-0.908217,El Nino
8/1/16,1.699,-0.38681373,2.35,11.584,13.303,210.3533,41.3099,-3.36398,-4.995475,El Nino
9/1/16,1.001,-0.7035365,2.03,11.631,14.251,247.456,34.5632,-4.71903,NA,El Nino
10/1/16,0.312,-0.011316369,1.25,NA,15.132,289.3337,34.9409,-4.74274,-4.633129,El Nino
11/1/16,0.175,-0.33754253,0.52,NA,12.62,184.2546,46.4062,-2.02285,-3.139538,El Nino
12/1/16,-0.101,-0.87476116,0.45,NA,14.09,176.6932,19.2961,-4.36694,-2.378571,La Nina
1/1/17,-0.379,0.054383952,0.56,NA,13.671,-47.1461,-175.1886,1.49704,6.348707,La Nina
2/1/17,-0.212,1.3722382,1.88,NA,14.035,-46.9122,-151.1882,0.49499,6.117837,La Nina
,-0.121,-1.4977894,1.17,NA,12.277,29.805,-32.8953,-2.37231,1.098652,La Nina
,-0.055,-2.0671566,0.77,NA,10.361,-84.7905,-101.6328,1.41815,3.032974,La Nina
,NA,NA,NA,NA,10.462,-86.3895,-86.7601,2.04552,2.489088,NA
