Date,Year.of.Observation,Month.of.Observation,SST_39_anom_lag1,SST_44_anom_lag1,SST_39_anom_lag2,SST_44_anom_lag2,SST_39_anom_lag3,SST_44_anom_lag3,CBA_North,CBA_South,CBA_North_lag1,CBA_South_lag1,CBA_North_lag2,CBA_South_lag2,CBA_North_lag3,CBA_South_lag3
11/1/2007,2007,NOV,0.433884615,-0.702521739,0.40928,-0.518590909,1.675541667,1.441227273,0.13033368,-0.2444331,NA,NA,0.24054222,-0.49075815,-0.13489814,-0.30661696
12/1/2007,2007,DEC,-0.700615385,-0.834958333,0.433884615,-0.702521739,0.40928,-0.518590909,0.5528608,-0.47198164,0.13033368,-0.2444331,NA,NA,0.24054222,-0.49075815
1/1/2008,2008,JAN,-1.753076923,NA,-0.700615385,-0.834958333,0.433884615,-0.702521739,0.66051114,-0.27467245,0.5528608,-0.47198164,0.13033368,-0.2444331,NA,NA
2/1/2008,2008,FEB,-1.32616,NA,-1.753076923,NA,-0.700615385,-0.834958333,0.5663821,-0.28074604,0.66051114,-0.27467245,0.5528608,-0.47198164,0.13033368,-0.2444331
3/1/2008,2008,MAR,-1.053333333,NA,-1.32616,NA,-1.753076923,NA,0.28270155,-0.23809336,0.5663821,-0.28074604,0.66051114,-0.27467245,0.5528608,-0.47198164
4/1/2008,2008,APR,-1.311666667,-1.1259,-1.053333333,NA,-1.32616,NA,0.30127394,-0.21489106,0.28270155,-0.23809336,0.5663821,-0.28074604,0.66051114,-0.27467245
5/1/2008,2008,MAY,-1.683041667,-1.40765,-1.311666667,-1.1259,-1.053333333,NA,0.22049707,-0.21075602,0.30127394,-0.21489106,0.28270155,-0.23809336,0.5663821,-0.28074604
6/1/2008,2008,JUN,-1.418043478,-0.767045455,-1.683041667,-1.40765,-1.311666667,-1.1259,-0.07878253,-0.22064333,0.22049707,-0.21075602,0.30127394,-0.21489106,0.28270155,-0.23809336
7/1/2008,2008,JUL,-1.80888,-1.408136364,-1.418043478,-0.767045455,-1.683041667,-1.40765,0.36875138,-0.17820077,-0.07878253,-0.22064333,0.22049707,-0.21075602,0.30127394,-0.21489106
8/1/2008,2008,AUG,-0.279869565,-2.295590909,-1.80888,-1.408136364,-1.418043478,-0.767045455,0.18053518,-0.05783364,0.36875138,-0.17820077,-0.07878253,-0.22064333,0.22049707,-0.21075602
9/1/2008,2008,SEP,-0.807458333,1.504227273,-0.279869565,-2.295590909,-1.80888,-1.408136364,0.11134222,0.16865297,0.18053518,-0.05783364,0.36875138,-0.17820077,-0.07878253,-0.22064333
10/1/2008,2008,OCT,-0.19272,-1.605590909,-0.807458333,1.504227273,-0.279869565,-2.295590909,0.7900208,-0.29455045,0.11134222,0.16865297,0.18053518,-0.05783364,0.36875138,-0.17820077
11/1/2008,2008,NOV,-0.986115385,0.028478261,-0.19272,-1.605590909,-0.807458333,1.504227273,0.3639837,-0.18100533,0.7900208,-0.29455045,0.11134222,0.16865297,0.18053518,-0.05783364
12/1/2008,2008,DEC,0.053384615,0.361041667,-0.986115385,0.028478261,-0.19272,-1.605590909,-0.13198921,-0.43533164,0.3639837,-0.18100533,0.7900208,-0.29455045,0.11134222,0.16865297
1/1/2009,2009,JAN,-0.725076923,-0.401,0.053384615,0.361041667,-0.986115385,0.028478261,0.53301114,-0.38218355,-0.13198921,-0.43533164,0.3639837,-0.18100533,0.7900208,-0.29455045
2/1/2009,2009,FEB,-0.71816,-1.029333333,-0.725076923,-0.401,0.053384615,0.361041667,0.62426823,-0.2968229,0.53301114,-0.38218355,-0.13198921,-0.43533164,0.3639837,-0.18100533
3/1/2009,2009,MAR,-0.930333333,-1.149736842,-0.71816,-1.029333333,-0.725076923,-0.401,0.12855712,-0.17050077,0.62426823,-0.2968229,0.53301114,-0.38218355,-0.13198921,-0.43533164
4/1/2009,2009,APR,-0.892666667,-0.7719,-0.930333333,-1.149736842,-0.71816,-1.029333333,0.115707286,-0.1963855,0.12855712,-0.17050077,0.62426823,-0.2968229,0.53301114,-0.38218355
5/1/2009,2009,MAY,-1.842041667,-1.10465,-0.892666667,-0.7719,-0.930333333,-1.149736842,0.20320818,-0.1348801,0.115707286,-0.1963855,0.12855712,-0.17050077,0.62426823,-0.2968229
6/1/2009,2009,JUN,-1.156043478,-1.419045455,-1.842041667,-1.10465,-0.892666667,-0.7719,-0.3028714,-0.12686184,0.20320818,-0.1348801,0.115707286,-0.1963855,0.12855712,-0.17050077
7/1/2009,2009,JUL,0.36312,-0.234136364,-1.156043478,-1.419045455,-1.842041667,-1.10465,-0.28255695,-0.27190354,-0.3028714,-0.12686184,0.20320818,-0.1348801,0.115707286,-0.1963855
8/1/2009,2009,AUG,-0.794869565,-1.830590909,0.36312,-0.234136364,-1.156043478,-1.419045455,-0.07613148,-0.26520032,-0.28255695,-0.27190354,-0.3028714,-0.12686184,0.20320818,-0.1348801
9/1/2009,2009,SEP,-0.055458333,0.774227273,-0.794869565,-1.830590909,0.36312,-0.234136364,0.19854222,-0.07724148,-0.07613148,-0.26520032,-0.28255695,-0.27190354,-0.3028714,-0.12686184
10/1/2009,2009,OCT,0.22728,1.306409091,-0.055458333,0.774227273,-0.794869565,-1.830590909,NA,NA,0.19854222,-0.07724148,-0.07613148,-0.26520032,-0.28255695,-0.27190354
11/1/2009,2009,NOV,-0.892115385,0.130478261,0.22728,1.306409091,-0.055458333,0.774227273,-0.63008296,0.401528,NA,NA,0.19854222,-0.07724148,-0.07613148,-0.26520032
12/1/2009,2009,DEC,-0.784615385,0.107041667,-0.892115385,0.130478261,0.22728,1.306409091,0.040560786,0.2391739,-0.63008296,0.401528,NA,NA,0.19854222,-0.07724148
1/1/2010,2010,JAN,-0.791076923,-0.72,-0.784615385,0.107041667,-0.892115385,0.130478261,-0.7942889,0.33103868,0.040560786,0.2391739,-0.63008296,0.401528,NA,NA
2/1/2010,2010,FEB,0.45984,0.487666667,-0.791076923,-0.72,-0.784615385,0.107041667,-0.18078734,0.5433623,-0.7942889,0.33103868,0.040560786,0.2391739,-0.63008296,0.401528
3/1/2010,2010,MAR,0.596666667,0.834263158,0.45984,0.487666667,-0.791076923,-0.72,0.22326267,0.34303442,-0.18078734,0.5433623,-0.7942889,0.33103868,0.040560786,0.2391739
4/1/2010,2010,APR,0.516333333,0.7251,0.596666667,0.834263158,0.45984,0.487666667,0.25004897,0.09882283,0.22326267,0.34303442,-0.18078734,0.5433623,-0.7942889,0.33103868
5/1/2010,2010,MAY,0.068958333,0.26835,0.516333333,0.7251,0.596666667,0.834263158,0.2970304,0.04281065,0.25004897,0.09882283,0.22326267,0.34303442,-0.18078734,0.5433623
6/1/2010,2010,JUN,-0.937043478,-0.313045455,0.068958333,0.26835,0.516333333,0.7251,0.23257858,0.007229825,0.2970304,0.04281065,0.25004897,0.09882283,0.22326267,0.34303442
7/1/2010,2010,JUL,-0.84688,-0.218136364,-0.937043478,-0.313045455,0.068958333,0.26835,0.44059306,0.13608535,0.23257858,0.007229825,0.2970304,0.04281065,0.25004897,0.09882283
8/1/2010,2010,AUG,-0.947869565,-1.191590909,-0.84688,-0.218136364,-0.937043478,-0.313045455,0.033368517,-0.20231143,0.44059306,0.13608535,0.23257858,0.007229825,0.2970304,0.04281065
9/1/2010,2010,SEP,-1.511458333,-0.529772727,-0.947869565,-1.191590909,-0.84688,-0.218136364,0.13725416,-0.08677269,0.033368517,-0.20231143,0.44059306,0.13608535,0.23257858,0.007229825
10/1/2010,2010,OCT,-1.14672,0.339409091,-1.511458333,-0.529772727,-0.947869565,-1.191590909,0.5375337,0.03427801,0.13725416,-0.08677269,0.033368517,-0.20231143,0.44059306,0.13608535
11/1/2010,2010,NOV,-1.173115385,0.170478261,-1.14672,0.339409091,-1.511458333,-0.529772727,1.0019941,-0.38765943,0.5375337,0.03427801,0.13725416,-0.08677269,0.033368517,-0.20231143
12/1/2010,2010,DEC,-0.640615385,0.113041667,-1.173115385,0.170478261,-1.14672,0.339409091,0.7288945,-0.24568911,1.0019941,-0.38765943,0.5375337,0.03427801,0.13725416,-0.08677269
1/1/2011,2011,JAN,0.081923077,-0.349,-0.640615385,0.113041667,-1.173115385,0.170478261,0.8516904,-0.056165483,0.7288945,-0.24568911,1.0019941,-0.38765943,0.5375337,0.03427801
2/1/2011,2011,FEB,-0.51516,-0.627333333,0.081923077,-0.349,-0.640615385,0.113041667,0.35397935,-0.192923,0.8516904,-0.056165483,0.7288945,-0.24568911,1.0019941,-0.38765943
3/1/2011,2011,MAR,-1.068333333,NA,-0.51516,-0.627333333,0.081923077,-0.349,0.4829406,-0.08690217,0.35397935,-0.192923,0.8516904,-0.056165483,0.7288945,-0.24568911
4/1/2011,2011,APR,NA,NA,-1.068333333,NA,-0.51516,-0.627333333,-0.01779182,-0.18514676,0.4829406,-0.08690217,0.35397935,-0.192923,0.8516904,-0.056165483
5/1/2011,2011,MAY,NA,NA,NA,NA,-1.068333333,NA,0.5062419,-0.18072183,-0.01779182,-0.18514676,0.4829406,-0.08690217,0.35397935,-0.192923
6/1/2011,2011,JUN,NA,NA,NA,NA,NA,NA,0.037526388,0.041118674,0.5062419,-0.18072183,-0.01779182,-0.18514676,0.4829406,-0.08690217
7/1/2011,2011,JUL,NA,NA,NA,NA,NA,NA,-0.006414815,0.14641081,0.037526388,0.041118674,0.5062419,-0.18072183,-0.01779182,-0.18514676
8/1/2011,2011,AUG,1.976130435,1.091409091,NA,NA,NA,NA,0.28054222,-0.12338037,-0.006414815,0.14641081,0.037526388,0.041118674,0.5062419,-0.18072183
9/1/2011,2011,SEP,-0.851458333,-0.686772727,1.976130435,1.091409091,NA,NA,0.9918708,-0.002300463,0.28054222,-0.12338037,-0.006414815,0.14641081,0.037526388,0.041118674
10/1/2011,2011,OCT,-1.10472,-1.445590909,-0.851458333,-0.686772727,1.976130435,1.091409091,1.0478003,-0.035660878,0.9918708,-0.002300463,0.28054222,-0.12338037,-0.006414815,0.14641081
11/1/2011,2011,NOV,0.390884615,1.552478261,-1.10472,-1.445590909,-0.851458333,-0.686772727,0.94529414,-0.09529831,1.0478003,-0.035660878,0.9918708,-0.002300463,0.28054222,-0.12338037
12/1/2011,2011,DEC,-0.675615385,0.040041667,0.390884615,1.552478261,-1.10472,-1.445590909,0.024494445,0.10566089,0.94529414,-0.09529831,1.0478003,-0.035660878,0.9918708,-0.002300463
1/1/2012,2012,JAN,-1.455076923,-1.059,-0.675615385,0.040041667,0.390884615,1.552478261,0.3437349,-0.19311549,0.024494445,0.10566089,0.94529414,-0.09529831,1.0478003,-0.035660878
2/1/2012,2012,FEB,-0.72616,-1.178333333,-1.455076923,-1.059,-0.675615385,0.040041667,0.5321016,-0.19470818,0.3437349,-0.19311549,0.024494445,0.10566089,0.94529414,-0.09529831
3/1/2012,2012,MAR,-1.100333333,-0.970736842,-0.72616,-1.178333333,-1.455076923,-1.059,0.47858506,-0.15929477,0.5321016,-0.19470818,0.3437349,-0.19311549,0.024494445,0.10566089
4/1/2012,2012,APR,-1.333666667,-1.3729,-1.100333333,-0.970736842,-0.72616,-1.178333333,0.47127485,-0.18513009,0.47858506,-0.15929477,0.5321016,-0.19470818,0.3437349,-0.19311549
5/1/2012,2012,MAY,-0.070041667,-0.72765,-1.333666667,-1.3729,-1.100333333,-0.970736842,0.14490636,-0.19288406,0.47127485,-0.18513009,0.47858506,-0.15929477,0.5321016,-0.19470818
6/1/2012,2012,JUN,-1.049043478,-0.898045455,-0.070041667,-0.72765,-1.333666667,-1.3729,-0.1890736,-0.16277577,0.14490636,-0.19288406,0.47127485,-0.18513009,0.47858506,-0.15929477
7/1/2012,2012,JUL,-0.46188,0.586863636,-1.049043478,-0.898045455,-0.070041667,-0.72765,-0.34003147,0.29891637,-0.1890736,-0.16277577,0.14490636,-0.19288406,0.47127485,-0.18513009
8/1/2012,2012,AUG,-0.793869565,1.589409091,-0.46188,0.586863636,-1.049043478,-0.898045455,-0.15775777,0.19903074,-0.34003147,0.29891637,-0.1890736,-0.16277577,0.14490636,-0.19288406
9/1/2012,2012,SEP,-1.181458333,-0.232772727,-0.793869565,1.589409091,-0.46188,0.586863636,0.1300375,0.20405509,-0.15775777,0.19903074,-0.34003147,0.29891637,-0.1890736,-0.16277577
10/1/2012,2012,OCT,-1.00072,-1.222590909,-1.181458333,-0.232772727,-0.793869565,1.589409091,0.20506701,-0.14080532,0.1300375,0.20405509,-0.15775777,0.19903074,-0.34003147,0.29891637
11/1/2012,2012,NOV,1.324884615,-1.363521739,-1.00072,-1.222590909,-1.181458333,-0.232772727,0.7272691,0.07114891,0.20506701,-0.14080532,0.1300375,0.20405509,-0.15775777,0.19903074
12/1/2012,2012,DEC,1.876384615,0.196041667,1.324884615,-1.363521739,-1.00072,-1.222590909,0.7816778,-0.2253354,0.7272691,0.07114891,0.20506701,-0.14080532,0.1300375,0.20405509
1/1/2013,2013,JAN,0.312923077,0.284,1.876384615,0.196041667,1.324884615,-1.363521739,0.7475904,-0.30753216,0.7816778,-0.2253354,0.7272691,0.07114891,0.20506701,-0.14080532
2/1/2013,2013,FEB,-0.82816,-0.458333333,0.312923077,0.284,1.876384615,0.196041667,0.46209043,-0.17926374,0.7475904,-0.30753216,0.7816778,-0.2253354,0.7272691,0.07114891
3/1/2013,2013,MAR,-1.583333333,-0.827736842,-0.82816,-0.458333333,0.312923077,0.284,-0.077092715,-0.15196884,0.46209043,-0.17926374,0.7475904,-0.30753216,0.7816778,-0.2253354
4/1/2013,2013,APR,-1.610666667,-0.9509,-1.583333333,-0.827736842,-0.82816,-0.458333333,0.28204152,-0.24445231,-0.077092715,-0.15196884,0.46209043,-0.17926374,0.7475904,-0.30753216
5/1/2013,2013,MAY,-0.973041667,-0.54365,-1.610666667,-0.9509,-1.583333333,-0.827736842,-0.033654753,-0.12317851,0.28204152,-0.24445231,-0.077092715,-0.15196884,0.46209043,-0.17926374
6/1/2013,2013,JUN,-0.158043478,-0.560045455,-0.973041667,-0.54365,-1.610666667,-0.9509,-0.15347362,0.18031867,-0.033654753,-0.12317851,0.28204152,-0.24445231,-0.077092715,-0.15196884
7/1/2013,2013,JUL,-0.01388,0.482863636,-0.158043478,-0.560045455,-0.973041667,-0.54365,0.22265185,-0.14342253,-0.15347362,0.18031867,-0.033654753,-0.12317851,0.28204152,-0.24445231
8/1/2013,2013,AUG,-0.528869565,-1.946590909,-0.01388,0.482863636,-0.158043478,-0.560045455,-0.12512444,0.17445296,0.22265185,-0.14342253,-0.15347362,0.18031867,-0.033654753,-0.12317851
9/1/2013,2013,SEP,0.672541667,-0.071772727,-0.528869565,-1.946590909,-0.01388,0.482863636,0.2440375,-0.65610045,-0.12512444,0.17445296,0.22265185,-0.14342253,-0.15347362,0.18031867
10/1/2013,2013,OCT,0.77528,2.435409091,0.672541667,-0.071772727,-0.528869565,-1.946590909,0.58358365,-0.40314975,0.2440375,-0.65610045,-0.12512444,0.17445296,0.22265185,-0.14342253
11/1/2013,2013,NOV,-1.792115385,1.338478261,0.77528,2.435409091,0.672541667,-0.071772727,0.81532747,-0.36348164,0.58358365,-0.40314975,0.2440375,-0.65610045,-0.12512444,0.17445296
12/1/2013,2013,DEC,0.174384615,-0.361958333,-1.792115385,1.338478261,0.77528,2.435409091,0.3448111,-0.29551134,0.81532747,-0.36348164,0.58358365,-0.40314975,0.2440375,-0.65610045
1/1/2014,2014,JAN,-0.958076923,-1.523,0.174384615,-0.361958333,-1.792115385,1.338478261,0.6091071,0.097701184,0.3448111,-0.29551134,0.81532747,-0.36348164,0.58358365,-0.40314975
2/1/2014,2014,FEB,-0.32516,-1.471333333,-0.958076923,-1.523,0.174384615,-0.361958333,0.12597933,-0.16984892,0.6091071,0.097701184,0.3448111,-0.29551134,0.81532747,-0.36348164
3/1/2014,2014,MAR,0.211666667,-0.925736842,-0.32516,-1.471333333,-0.958076923,-1.523,0.2528573,-0.10432995,0.12597933,-0.16984892,0.6091071,0.097701184,0.3448111,-0.29551134
4/1/2014,2014,APR,0.508333333,0.1651,0.211666667,-0.925736842,-0.32516,-1.471333333,0.25525817,-0.100580096,0.2528573,-0.10432995,0.12597933,-0.16984892,0.6091071,0.097701184
5/1/2014,2014,MAY,0.810958333,0.16735,0.508333333,0.1651,0.211666667,-0.925736842,0.06328414,0.19031964,0.25525817,-0.100580096,0.2528573,-0.10432995,0.12597933,-0.16984892
6/1/2014,2014,JUN,0.574956522,1.125954545,0.810958333,0.16735,0.508333333,0.1651,-0.63630694,0.62403536,0.06328414,0.19031964,0.25525817,-0.100580096,0.2528573,-0.10432995
7/1/2014,2014,JUL,-0.12488,-0.158136364,0.574956522,1.125954545,0.810958333,0.16735,-1.0650648,0.32976636,-0.63630694,0.62403536,0.06328414,0.19031964,0.25525817,-0.100580096
8/1/2014,2014,AUG,1.262130435,-0.862590909,-0.12488,-0.158136364,0.574956522,1.125954545,-0.62509114,0.09395296,-1.0650648,0.32976636,-0.63630694,0.62403536,0.06328414,0.19031964
9/1/2014,2014,SEP,1.109541667,-1.456772727,1.262130435,-0.862590909,-0.12488,-0.158136364,-0.5389847,0.040688425,-0.62509114,0.09395296,-1.0650648,0.32976636,-0.63630694,0.62403536
10/1/2014,2014,OCT,2.51928,2.022409091,1.109541667,-1.456772727,1.262130435,-0.862590909,-0.806733,0.20118912,-0.5389847,0.040688425,-0.62509114,0.09395296,-1.0650648,0.32976636
11/1/2014,2014,NOV,2.319884615,2.936478261,2.51928,2.022409091,1.109541667,-1.456772727,-0.7287226,0.41234612,-0.806733,0.20118912,-0.5389847,0.040688425,-0.62509114,0.09395296
12/1/2014,2014,DEC,3.047384615,1.815041667,2.319884615,2.936478261,2.51928,2.022409091,-1.1292223,0.5910998,-0.7287226,0.41234612,-0.806733,0.20118912,-0.5389847,0.040688425
1/1/2015,2015,JAN,3.270923077,2.217,3.047384615,1.815041667,2.319884615,2.936478261,-0.1683429,0.36358452,-1.1292223,0.5910998,-0.7287226,0.41234612,-0.806733,0.20118912
2/1/2015,2015,FEB,NA,2.020666667,3.270923077,2.217,3.047384615,1.815041667,0.060657114,0.23259182,-0.1683429,0.36358452,-1.1292223,0.5910998,-0.7287226,0.41234612
3/1/2015,2015,MAR,NA,2.133263158,NA,2.020666667,3.270923077,2.217,0.0750184,0.487183,0.060657114,0.23259182,-0.1683429,0.36358452,-1.1292223,0.5910998
4/1/2015,2015,APR,1.322333333,1.1491,NA,2.133263158,NA,2.020666667,-0.64017516,0.465431,0.0750184,0.487183,0.060657114,0.23259182,-0.1683429,0.36358452
5/1/2015,2015,MAY,0.013958333,-0.05765,1.322333333,1.1491,NA,2.133263158,-0.9597881,0.6002076,-0.64017516,0.465431,0.0750184,0.487183,0.060657114,0.23259182
6/1/2015,2015,JUN,-0.521043478,0.387954545,0.013958333,-0.05765,1.322333333,1.1491,-1.0839069,0.79967976,-0.9597881,0.6002076,-0.64017516,0.465431,0.0750184,0.487183
7/1/2015,2015,JUL,0.72912,-1.155136364,-0.521043478,0.387954545,0.013958333,-0.05765,-1.1382482,0.39775524,-1.0839069,0.79967976,-0.9597881,0.6002076,-0.64017516,0.465431
8/1/2015,2015,AUG,1.990130435,1.398409091,0.72912,-1.155136364,-0.521043478,0.387954545,-1.1446959,0.02268287,-1.1382482,0.39775524,-1.0839069,0.79967976,-0.9597881,0.6002076
9/1/2015,2015,SEP,NA,1.414227273,1.990130435,1.398409091,0.72912,-1.155136364,-1.167733,0.37030578,-1.1446959,0.02268287,-1.1382482,0.39775524,-1.0839069,0.79967976
10/1/2015,2015,OCT,NA,1.716409091,NA,1.414227273,1.990130435,1.398409091,-1.3326726,0.32489982,-1.167733,0.37030578,-1.1446959,0.02268287,-1.1382482,0.39775524
11/1/2015,2015,NOV,3.266884615,1.689478261,NA,1.716409091,NA,1.414227273,-1.4331445,0.56640166,-1.3326726,0.32489982,-1.167733,0.37030578,-1.1446959,0.02268287
12/1/2015,2015,DEC,0.407384615,1.344041667,3.266884615,1.689478261,NA,1.716409091,-1.4609929,0.8060956,-1.4331445,0.56640166,-1.3326726,0.32489982,-1.167733,0.37030578
1/1/2016,2016,JAN,0.747923077,1.074,0.407384615,1.344041667,3.266884615,1.689478261,-0.6465373,0.5984566,-1.4609929,0.8060956,-1.4331445,0.56640166,-1.3326726,0.32489982
2/1/2016,2016,FEB,1.24384,1.055666667,0.747923077,1.074,0.407384615,1.344041667,-0.6247594,0.4630645,-0.6465373,0.5984566,-1.4609929,0.8060956,-1.4331445,0.56640166
3/1/2016,2016,MAR,1.794666667,1.278263158,1.24384,1.055666667,0.747923077,1.074,-0.7926585,0.29760325,-0.6247594,0.4630645,-0.6465373,0.5984566,-1.4609929,0.8060956
4/1/2016,2016,APR,1.768333333,1.4381,1.794666667,1.278263158,1.24384,1.055666667,-0.95860475,0.41451037,-0.7926585,0.29760325,-0.6247594,0.4630645,-0.6465373,0.5984566
5/1/2016,2016,MAY,1.020958333,1.85135,1.768333333,1.4381,1.794666667,1.278263158,,,-0.95860475,0.41451037,-0.7926585,0.29760325,-0.6247594,0.4630645
6/1/2016,2016,JUN,0.515956522,1.009954545,1.020958333,1.85135,1.768333333,1.4381,,,,,-0.95860475,0.41451037,-0.7926585,0.29760325
7/1/2016,2016,JUL,0.58012,0.559863636,0.515956522,1.009954545,1.020958333,1.85135,,,,,,,-0.95860475,0.41451037
8/1/2016,2016,AUG,NA,1.427409091,0.58012,0.559863636,0.515956522,1.009954545,,,,,,,,
9/1/2016,2016,SEP,NA,-0.578772727,NA,1.427409091,0.58012,0.559863636,,,,,,,,
10/1/2016,2016,OCT,NA,0.483409091,NA,-0.578772727,NA,1.427409091,,,,,,,,
11/1/2016,2016,NOV,NA,0.756478261,NA,0.483409091,NA,-0.578772727,,,,,,,,
12/1/2016,2016,DEC,NA,2.064041667,NA,0.756478261,NA,0.483409091,,,,,,,,
1/1/2017,2017,JAN,NA,1.216,NA,2.064041667,NA,0.756478261,,,,,,,,
2/1/2017,2017,FEB,NA,0.004666667,NA,1.216,NA,2.064041667,,,,,,,,
,,,NA,0.323263158,NA,0.004666667,NA,1.216,,,,,,,,
,,,,,NA,0.323263158,NA,0.004666667,,,,,,,,
,,,,,,,NA,0.323263158,,,,,,,,
